speciesCode,english_name,spanish_name,scientific_name,target_species,iconic_species,tour_visibility,tour_fit,target_difficulty,photography_difficulty,best_time_of_day,best_months,habitat_primary,habitat_secondary,elevation_min_m,elevation_max_m,route_cluster_primary,route_cluster_secondary,primary_hotspot_name,primary_hotspot_ebird_loc_id,secondary_hotspot_name,secondary_hotspot_ebird_loc_id,walking_level,access_level,reliability_score_manual,rarity_score_manual,photography_score_manual,opportunity_weight_manual,pricing_complexity,custom_tour_priority,half_day_visibility_note_en,half_day_visibility_note_es,full_day_visibility_note_en,full_day_visibility_note_es,guide_notes_en,guide_notes_es,internal_notes,needs_review,ebird_enabled,active
bbmtan1,Buff-breasted Mountain Tanager,Tangara Pechifulva,Dubusia taeniata,TRUE,TRUE,custom_only,custom_private,hard,moderate,early_morning,year_round; check recent activity before confirming,cloud forest canopy and mixed flocks,forest edge and fruiting trees,1600,2400,tandayapa_bellavista,,guide review route area,,,,moderate,moderate,52,72,65,1,standard_plus,medium,"Best treated as a target bird only when route, recent activity, and timing are favorable.","Mejor tratarla como ave objetivo solo cuando la ruta, actividad reciente y horario son favorables.","Better with a full day or custom private route because it adds time, habitat variety, and flexibility.","Mejor con día completo o ruta privada personalizada porque agrega tiempo, variedad de hábitat y flexibilidad.",Next-batch target added for guest selection. Suggested route: tandayapa_bellavista. Confirm recent eBird activity and access before promising route details.,Objetivo agregado para selección de visitantes. Ruta sugerida: tandayapa_bellavista. Confirmar actividad reciente en eBird y acceso antes de detallar la ruta.,Auto-enriched next batch. Score heuristic=88. Needs MBW guide review for final positioning.,FALSE,TRUE,TRUE
gagtan1,Gray-and-gold Tanager,Tangara Grisdorada,Poecilostreptus palmeri,TRUE,TRUE,custom_only,custom_private,moderate,moderate,early_morning,year_round; check recent activity before confirming,cloud forest canopy and mixed flocks,forest edge and fruiting trees,500,1500,mashpi_road,,guide review route area,,,,moderate,hard,64,55,65,1,premium,medium,"Best treated as a target bird only when route, recent activity, and timing are favorable.","Mejor tratarla como ave objetivo solo cuando la ruta, actividad reciente y horario son favorables.","Better with a full day or custom private route because it adds time, habitat variety, and flexibility.","Mejor con día completo o ruta privada personalizada porque agrega tiempo, variedad de hábitat y flexibilidad.",Next-batch target added for guest selection. Suggested route: mashpi_road. Confirm recent eBird activity and access before promising route details.,Objetivo agregado para selección de visitantes. Ruta sugerida: mashpi_road. Confirmar actividad reciente en eBird y acceso antes de detallar la ruta.,Auto-enriched next batch. Score heuristic=88. Needs MBW guide review for final positioning.,FALSE,TRUE,TRUE
emetan1,Emerald Tanager,Tangara Florida,Tangara florida,TRUE,TRUE,half_day,half_day,moderate,moderate,early_morning,year_round; check recent activity before confirming,"gardens, feeders, and forest edge",cloud forest understory,1200,1500,mindo_town,,guide review route area,,,,easy,easy,76,55,65,1,standard,high,Good candidate for a shorter Mindo route when recent activity is favorable.,Buena candidata para una ruta corta en Mindo cuando la actividad reciente es favorable.,"Better with a full day or custom private route because it adds time, habitat variety, and flexibility.","Mejor con día completo o ruta privada personalizada porque agrega tiempo, variedad de hábitat y flexibilidad.",Next-batch target added for guest selection. Suggested route: mindo_town. Confirm recent eBird activity and access before promising route details.,Objetivo agregado para selección de visitantes. Ruta sugerida: mindo_town. Confirmar actividad reciente en eBird y acceso antes de detallar la ruta.,Auto-enriched next batch. Score heuristic=190. Needs MBW guide review for final positioning.,FALSE,TRUE,TRUE
purhon1,Purple Honeycreeper,Mielerito Cerúleo,Cyanerpes caeruleus,TRUE,TRUE,custom_only,custom_private,moderate,moderate,early_morning,year_round; check recent activity before confirming,cloud forest canopy and mixed flocks,forest edge and fruiting trees,400,1200,milpe_silanche,,guide review route area,,,,moderate,moderate,68,55,65,1,premium,medium,"Best treated as a target bird only when route, recent activity, and timing are favorable.","Mejor tratarla como ave objetivo solo cuando la ruta, actividad reciente y horario son favorables.","Better with a full day or custom private route because it adds time, habitat variety, and flexibility.","Mejor con día completo o ruta privada personalizada porque agrega tiempo, variedad de hábitat y flexibilidad.",Next-batch target added for guest selection. Suggested route: milpe_silanche. Confirm recent eBird activity and access before promising route details.,Objetivo agregado para selección de visitantes. Ruta sugerida: milpe_silanche. Confirmar actividad reciente en eBird y acceso antes de detallar la ruta.,Auto-enriched next batch. Score heuristic=100. Needs MBW guide review for final positioning.,FALSE,TRUE,TRUE
sawtan1,Scarlet-and-white Tanager,Tangara Rojiblanca,Chrysothlypis salmoni,TRUE,TRUE,custom_only,custom_private,moderate,moderate,early_morning,year_round; check recent activity before confirming,cloud forest canopy and mixed flocks,forest edge and fruiting trees,500,1500,mashpi_road,,guide review route area,,,,moderate,hard,64,55,65,1,premium,medium,"Best treated as a target bird only when route, recent activity, and timing are favorable.","Mejor tratarla como ave objetivo solo cuando la ruta, actividad reciente y horario son favorables.","Better with a full day or custom private route because it adds time, habitat variety, and flexibility.","Mejor con día completo o ruta privada personalizada porque agrega tiempo, variedad de hábitat y flexibilidad.",Next-batch target added for guest selection. Suggested route: mashpi_road. Confirm recent eBird activity and access before promising route details.,Objetivo agregado para selección de visitantes. Ruta sugerida: mashpi_road. Confirmar actividad reciente en eBird y acceso antes de detallar la ruta.,Auto-enriched next batch. Score heuristic=100. Needs MBW guide review for final positioning.,FALSE,TRUE,TRUE
blbcon1,Blue-backed Conebill,Conirrostro Dorsiazul,Conirostrum sitticolor,TRUE,FALSE,full_day,full_day,moderate,moderate,morning,year_round,cloud forest canopy and mixed flocks,forest edge and fruiting trees,1600,2400,tandayapa_bellavista,,Bellavista Cloud Forest Lodge,,,,moderate,moderate,65,50,60,1,standard,medium,Possible only when recent activity and access align.,Posible solo cuando la actividad reciente y el acceso coinciden.,Better with a full day or private route flexibility.,Mejor con un día completo o una ruta privada flexible.,Starter enrichment batch. Review recent eBird activity and local access before quoting. Suggested route: Tandayapa and Bellavista Corridor.,Enriquecimiento inicial. Revisar actividad reciente en eBird y acceso local antes de cotizar. Ruta sugerida: Corredor Tandayapa y Bellavista.,Added in 2026-06-20 next-batch enrichment; needs guide review for final tuning.,TRUE,TRUE,TRUE
gloflo1,Glossy Flowerpiercer,Pinchaflor Satinado,Diglossa lafresnayii,TRUE,FALSE,custom_only,custom_private,hard,hard,morning,year_round,cloud forest canopy and mixed flocks,forest edge and fruiting trees,1600,2400,tandayapa_bellavista,,Bellavista Cloud Forest Lodge,,,,moderate,moderate,50,70,40,1,premium,medium,Possible only when recent activity and access align.,Posible solo cuando la actividad reciente y el acceso coinciden.,Better with a full day or private route flexibility.,Mejor con un día completo o una ruta privada flexible.,Starter enrichment batch. Review recent eBird activity and local access before quoting. Suggested route: Tandayapa and Bellavista Corridor.,Enriquecimiento inicial. Revisar actividad reciente en eBird y acceso local antes de cotizar. Ruta sugerida: Corredor Tandayapa y Bellavista.,Added in 2026-06-20 next-batch enrichment; needs guide review for final tuning.,TRUE,TRUE,TRUE
blkflo1,Black Flowerpiercer,Pinchaflor Negro,Diglossa humeralis,TRUE,FALSE,custom_only,custom_private,hard,hard,morning,year_round,cloud forest canopy and mixed flocks,forest edge and fruiting trees,1600,2400,tandayapa_bellavista,,Bellavista Cloud Forest Lodge,,,,moderate,moderate,50,70,40,1,premium,medium,Possible only when recent activity and access align.,Posible solo cuando la actividad reciente y el acceso coinciden.,Better with a full day or private route flexibility.,Mejor con un día completo o una ruta privada flexible.,Starter enrichment batch. Review recent eBird activity and local access before quoting. Suggested route: Tandayapa and Bellavista Corridor.,Enriquecimiento inicial. Revisar actividad reciente en eBird y acceso local antes de cotizar. Ruta sugerida: Corredor Tandayapa y Bellavista.,Added in 2026-06-20 next-batch enrichment; needs guide review for final tuning.,TRUE,TRUE,TRUE
indflo1,Indigo Flowerpiercer,Pinchaflor Índigo,Diglossa indigotica,TRUE,FALSE,custom_only,custom_private,hard,hard,morning,year_round,cloud forest canopy and mixed flocks,forest edge and fruiting trees,600,1600,mashpi_road,,Las Cotingas Bird Reserve,,,,moderate,long_drive,50,70,40,1,premium,medium,Possible only when recent activity and access align.,Posible solo cuando la actividad reciente y el acceso coinciden.,Better with a full day or private route flexibility.,Mejor con un día completo o una ruta privada flexible.,Starter enrichment batch. Review recent eBird activity and local access before quoting. Suggested route: Mashpi Road.,Enriquecimiento inicial. Revisar actividad reciente en eBird y acceso local antes de cotizar. Ruta sugerida: Ruta Mashpi.,Added in 2026-06-20 next-batch enrichment; needs guide review for final tuning.,TRUE,TRUE,TRUE
gyhbut1,Gray-hooded Bush Tanager,Tangara Piquirrubio,Cnemoscopus rubrirostris,TRUE,TRUE,full_day,full_day,moderate,moderate,early_morning,year_round; check recent activity before confirming,cloud forest canopy and mixed flocks,forest edge and fruiting trees,1250,1900,rio_nambillo,,guide review route area,,,,moderate,moderate,68,55,65,1,standard,medium,"Best treated as a target bird only when route, recent activity, and timing are favorable.","Mejor tratarla como ave objetivo solo cuando la ruta, actividad reciente y horario son favorables.","Better with a full day or custom private route because it adds time, habitat variety, and flexibility.","Mejor con día completo o ruta privada personalizada porque agrega tiempo, variedad de hábitat y flexibilidad.",Next-batch target added for guest selection. Suggested route: rio_nambillo. Confirm recent eBird activity and access before promising route details.,Objetivo agregado para selección de visitantes. Ruta sugerida: rio_nambillo. Confirmar actividad reciente en eBird y acceso antes de detallar la ruta.,Auto-enriched next batch. Score heuristic=88. Needs MBW guide review for final positioning.,FALSE,TRUE,TRUE
tbsfin1,Thick-billed Seed-Finch,Semillero Piquigrueso,Sporophila funerea,TRUE,FALSE,full_day,full_day,moderate,easy,morning,year_round,cloud forest trails and forest edge,riparian forest and mixed flocks,,,rio_nambillo,,Recent hotspot to review,,,,moderate,moderate,60,45,75,65,standard,medium,Better as part of a guided route unless recent activity is very close to Mindo.,Mejor como parte de una ruta guiada salvo que haya actividad reciente muy cerca de Mindo.,A full-day or private route gives better flexibility for this target.,Una ruta de dia completo o privada da mejor flexibilidad para esta especie.,Guide-review species. Use recent eBird activity and local route knowledge before recommending Rio Nambillo and Forest Trails.,Especie para revision del guia. Usar actividad reciente en eBird y conocimiento local antes de recomendar Rio Nambillo y Senderos de Bosque.,Auto-enriched activation row for public target selector; review before final quote.,TRUE,TRUE,TRUE
plcsee1,Plain-colored Seedeater,Semillero Sencillo,Catamenia inornata,TRUE,FALSE,half_day,half_day,easy,easy,morning,year_round,"gardens, feeders, forest edge, and nearby reserves",open areas and secondary forest,,,mindo_town,,Recent hotspot to review,,,,easy,easy,75,25,75,50,standard,medium,Possible on a half-day route when recent activity is close to Mindo.,Posible en una ruta de medio dia cuando la actividad reciente esta cerca de Mindo.,A full-day or private route gives better flexibility for this target.,Una ruta de dia completo o privada da mejor flexibilidad para esta especie.,Guide-review species. Use recent eBird activity and local route knowledge before recommending Mindo Town and Nearby Gardens.,Especie para revision del guia. Usar actividad reciente en eBird y conocimiento local antes de recomendar Pueblo de Mindo y Jardines Cercanos.,Auto-enriched activation row for public target selector; review before final quote.,TRUE,TRUE,TRUE
cubtin1,Curve-billed Tinamou,Tinamú del Páramo,Nothoprocta curvirostris,TRUE,TRUE,custom_only,custom_private,specialist,hard,early_morning,year_round,forest understory,quiet trails and dense cover,1600,2400,tandayapa_bellavista,,Bellavista Cloud Forest Lodge,,,,moderate,moderate,35,85,40,1,premium_plus,high,Possible only when recent activity and access align.,Posible solo cuando la actividad reciente y el acceso coinciden.,Better with a full day or private route flexibility.,Mejor con un día completo o una ruta privada flexible.,Starter enrichment batch. Review recent eBird activity and local access before quoting. Suggested route: Tandayapa and Bellavista Corridor.,Enriquecimiento inicial. Revisar actividad reciente en eBird y acceso local antes de cotizar. Ruta sugerida: Corredor Tandayapa y Bellavista.,Added in 2026-06-20 next-batch enrichment; needs guide review for final tuning.,TRUE,TRUE,TRUE
comduc3,Comb Duck,Pato Crestudo Americano,Sarkidiornis sylvicola,TRUE,FALSE,full_day,full_day,moderate,easy,morning,year_round,"rivers, streams, wetlands, and open water edges",riparian forest and open country,,,rio_nambillo,,Recent hotspot to review,,,,moderate,moderate,60,45,75,65,standard,medium,Better as part of a guided route unless recent activity is very close to Mindo.,Mejor como parte de una ruta guiada salvo que haya actividad reciente muy cerca de Mindo.,A full-day or private route gives better flexibility for this target.,Una ruta de dia completo o privada da mejor flexibilidad para esta especie.,Guide-review species. Use recent eBird activity and local route knowledge before recommending Rio Nambillo and Forest Trails.,Especie para revision del guia. Usar actividad reciente en eBird y conocimiento local antes de recomendar Rio Nambillo y Senderos de Bosque.,Auto-enriched activation row for public target selector; review before final quote.,TRUE,TRUE,TRUE
musduc,Muscovy Duck,Pato Criollo,Cairina moschata,TRUE,FALSE,full_day,full_day,moderate,easy,morning,year_round,"rivers, streams, wetlands, and open water edges",riparian forest and open country,,,rio_nambillo,,Recent hotspot to review,,,,moderate,moderate,60,45,75,65,standard,medium,Better as part of a guided route unless recent activity is very close to Mindo.,Mejor como parte de una ruta guiada salvo que haya actividad reciente muy cerca de Mindo.,A full-day or private route gives better flexibility for this target.,Una ruta de dia completo o privada da mejor flexibilidad para esta especie.,Guide-review species. Use recent eBird activity and local route knowledge before recommending Rio Nambillo and Forest Trails.,Especie para revision del guia. Usar actividad reciente en eBird y conocimiento local antes de recomendar Rio Nambillo y Senderos de Bosque.,Auto-enriched activation row for public target selector; review before final quote.,TRUE,TRUE,TRUE
whcpin,White-cheeked Pintail,Ánade Gargantillo,Anas bahamensis,TRUE,FALSE,full_day,full_day,moderate,easy,morning,year_round,cloud forest trails and forest edge,riparian forest and mixed flocks,,,rio_nambillo,,Recent hotspot to review,,,,moderate,moderate,60,45,75,65,standard,medium,Better as part of a guided route unless recent activity is very close to Mindo.,Mejor como parte de una ruta guiada salvo que haya actividad reciente muy cerca de Mindo.,A full-day or private route gives better flexibility for this target.,Una ruta de dia completo o privada da mejor flexibilidad para esta especie.,Guide-review species. Use recent eBird activity and local route knowledge before recommending Rio Nambillo and Forest Trails.,Especie para revision del guia. Usar actividad reciente en eBird y conocimiento local antes de recomendar Rio Nambillo y Senderos de Bosque.,Auto-enriched activation row for public target selector; review before final quote.,TRUE,TRUE,TRUE
spetea3,Andean Teal,Cerceta Andina,Anas andium,TRUE,FALSE,full_day,full_day,moderate,easy,morning,year_round,cloud forest trails and forest edge,riparian forest and mixed flocks,,,rio_nambillo,,Recent hotspot to review,,,,moderate,moderate,60,45,75,65,standard,medium,Better as part of a guided route unless recent activity is very close to Mindo.,Mejor como parte de una ruta guiada salvo que haya actividad reciente muy cerca de Mindo.,A full-day or private route gives better flexibility for this target.,Una ruta de dia completo o privada da mejor flexibilidad para esta especie.,Guide-review species. Use recent eBird activity and local route knowledge before recommending Rio Nambillo and Forest Trails.,Especie para revision del guia. Usar actividad reciente en eBird y conocimiento local antes de recomendar Rio Nambillo y Senderos de Bosque.,Auto-enriched activation row for public target selector; review before final quote.,TRUE,TRUE,TRUE
pbgdov1,Plain-breasted Ground Dove,Columbina Menuda,Columbina minuta,TRUE,FALSE,half_day,half_day,easy,easy,morning,year_round,"gardens, feeders, forest edge, and nearby reserves",open areas and secondary forest,,,mindo_town,,Recent hotspot to review,,,,easy,easy,75,25,75,50,standard,medium,Possible on a half-day route when recent activity is close to Mindo.,Posible en una ruta de medio dia cuando la actividad reciente esta cerca de Mindo.,A full-day or private route gives better flexibility for this target.,Una ruta de dia completo o privada da mejor flexibilidad para esta especie.,Guide-review species. Use recent eBird activity and local route knowledge before recommending Mindo Town and Nearby Gardens.,Especie para revision del guia. Usar actividad reciente en eBird y conocimiento local antes de recomendar Pueblo de Mindo y Jardines Cercanos.,Auto-enriched activation row for public target selector; review before final quote.,TRUE,TRUE,TRUE
ecgdov1,Ecuadorian Ground Dove,Columbina Ecuatoriana,Columbina buckleyi,TRUE,FALSE,half_day,half_day,easy,easy,morning,year_round,"gardens, feeders, forest edge, and nearby reserves",open areas and secondary forest,,,mindo_town,,Recent hotspot to review,,,,easy,easy,75,25,75,50,standard,medium,Possible on a half-day route when recent activity is close to Mindo.,Posible en una ruta de medio dia cuando la actividad reciente esta cerca de Mindo.,A full-day or private route gives better flexibility for this target.,Una ruta de dia completo o privada da mejor flexibilidad para esta especie.,Guide-review species. Use recent eBird activity and local route knowledge before recommending Mindo Town and Nearby Gardens.,Especie para revision del guia. Usar actividad reciente en eBird y conocimiento local antes de recomendar Pueblo de Mindo y Jardines Cercanos.,Auto-enriched activation row for public target selector; review before final quote.,TRUE,TRUE,TRUE
blgdov1,Blue Ground Dove,Tortolita Azulada,Claravis pretiosa,TRUE,FALSE,half_day,half_day,easy,easy,morning,year_round,"gardens, feeders, forest edge, and nearby reserves",open areas and secondary forest,,,mindo_town,,Recent hotspot to review,,,,easy,easy,75,25,75,50,standard,medium,Possible on a half-day route when recent activity is close to Mindo.,Posible en una ruta de medio dia cuando la actividad reciente esta cerca de Mindo.,A full-day or private route gives better flexibility for this target.,Una ruta de dia completo o privada da mejor flexibilidad para esta especie.,Guide-review species. Use recent eBird activity and local route knowledge before recommending Mindo Town and Nearby Gardens.,Especie para revision del guia. Usar actividad reciente en eBird y conocimiento local antes de recomendar Pueblo de Mindo y Jardines Cercanos.,Auto-enriched activation row for public target selector; review before final quote.,TRUE,TRUE,TRUE
bwgdov1,Black-winged Ground Dove,Palomita Alinegra,Metriopelia melanoptera,TRUE,FALSE,half_day,half_day,easy,easy,morning,year_round,"gardens, feeders, forest edge, and nearby reserves",open areas and secondary forest,,,mindo_town,,Recent hotspot to review,,,,easy,easy,75,25,75,50,standard,medium,Possible on a half-day route when recent activity is close to Mindo.,Posible en una ruta de medio dia cuando la actividad reciente esta cerca de Mindo.,A full-day or private route gives better flexibility for this target.,Una ruta de dia completo o privada da mejor flexibilidad para esta especie.,Guide-review species. Use recent eBird activity and local route knowledge before recommending Mindo Town and Nearby Gardens.,Especie para revision del guia. Usar actividad reciente en eBird y conocimiento local antes de recomendar Pueblo de Mindo y Jardines Cercanos.,Auto-enriched activation row for public target selector; review before final quote.,TRUE,TRUE,TRUE
greani1,Greater Ani,Garrapatero Mayor,Crotophaga major,TRUE,FALSE,half_day,half_day,easy,easy,morning,year_round,"gardens, feeders, forest edge, and nearby reserves",open areas and secondary forest,,,mindo_town,,Recent hotspot to review,,,,easy,easy,75,25,75,50,standard,medium,Possible on a half-day route when recent activity is close to Mindo.,Posible en una ruta de medio dia cuando la actividad reciente esta cerca de Mindo.,A full-day or private route gives better flexibility for this target.,Una ruta de dia completo o privada da mejor flexibilidad para esta especie.,Guide-review species. Use recent eBird activity and local route knowledge before recommending Mindo Town and Nearby Gardens.,Especie para revision del guia. Usar actividad reciente en eBird y conocimiento local antes de recomendar Pueblo de Mindo y Jardines Cercanos.,Auto-enriched activation row for public target selector; review before final quote.,TRUE,TRUE,TRUE
gyccuc,Gray-capped Cuckoo,Cuclillo Cabecigrís,Coccyzus lansbergi,TRUE,FALSE,custom_only,custom_private,moderate,easy,morning,year_round,lower elevation Choco forest,"forest edge, fruiting trees, and mixed flocks",,,milpe_silanche,,Recent hotspot to review,,,,moderate,private_or_rough_access,60,45,75,65,premium,medium,Better as part of a guided route unless recent activity is very close to Mindo.,Mejor como parte de una ruta guiada salvo que haya actividad reciente muy cerca de Mindo.,A full-day or private route gives better flexibility for this target.,Una ruta de dia completo o privada da mejor flexibilidad para esta especie.,Guide-review species. Use recent eBird activity and local route knowledge before recommending Milpe and Silanche Lowland Route.,Especie para revision del guia. Usar actividad reciente en eBird y conocimiento local antes de recomendar Ruta Baja Milpe y Silanche.,Auto-enriched activation row for public target selector; review before final quote.,TRUE,TRUE,TRUE
lesnig,Lesser Nighthawk,Añapero Garrapena,Chordeiles acutipennis,TRUE,FALSE,custom_only,custom_private,hard,hard,early_morning,year_round,forest canopy and open ridges,soaring viewpoints,1600,2400,tandayapa_bellavista,,Bellavista Cloud Forest Lodge,,,,moderate,moderate,50,70,40,1,premium,medium,Possible only when recent activity and access align.,Posible solo cuando la actividad reciente y el acceso coinciden.,Better with a full day or private route flexibility.,Mejor con un día completo o una ruta privada flexible.,Starter enrichment batch. Review recent eBird activity and local access before quoting. Suggested route: Tandayapa and Bellavista Corridor.,Enriquecimiento inicial. Revisar actividad reciente en eBird y acceso local antes de cotizar. Ruta sugerida: Corredor Tandayapa y Bellavista.,Added in 2026-06-20 next-batch enrichment; needs guide review for final tuning.,TRUE,TRUE,TRUE
comnig,Common Nighthawk,Añapero Yanqui,Chordeiles minor,TRUE,FALSE,custom_only,custom_private,hard,moderate,early_morning,year_round,cloud forest trails and forest edge,riparian forest and mixed flocks,,,rio_nambillo,,Recent hotspot to review,,,,moderate,moderate,45,65,60,80,premium,high,Better as part of a guided route unless recent activity is very close to Mindo.,Mejor como parte de una ruta guiada salvo que haya actividad reciente muy cerca de Mindo.,A full-day or private route gives better flexibility for this target.,Una ruta de dia completo o privada da mejor flexibilidad para esta especie.,Guide-review species. Use recent eBird activity and local route knowledge before recommending Rio Nambillo and Forest Trails.,Especie para revision del guia. Usar actividad reciente en eBird y conocimiento local antes de recomendar Rio Nambillo y Senderos de Bosque.,Auto-enriched activation row for public target selector; review before final quote.,TRUE,TRUE,TRUE
chopoo1,Choco Poorwill,Chotacabras del Chocó,Nyctiphrynus rosenbergi,TRUE,TRUE,custom_only,custom_private,specialist,hard,dawn_or_dusk,year_round,Chocó foothill forest,forest canopy and understory,400,1300,milpe_silanche,,Milpe Bird Sanctuary (including former Milpe Gardens),,,,moderate,long_drive,35,85,40,1,premium_plus,high,Possible only when recent activity and access align.,Posible solo cuando la actividad reciente y el acceso coinciden.,Better with a full day or private route flexibility.,Mejor con un día completo o una ruta privada flexible.,Starter enrichment batch. Review recent eBird activity and local access before quoting. Suggested route: Milpe and Silanche Lowland Route.,Enriquecimiento inicial. Revisar actividad reciente en eBird y acceso local antes de cotizar. Ruta sugerida: Ruta Milpe y Silanche.,Added in 2026-06-20 next-batch enrichment; needs guide review for final tuning.,TRUE,TRUE,TRUE
broher,Bronzy Hermit,Ermitaño Bronceado,Glaucis aeneus,TRUE,FALSE,full_day,full_day,moderate,moderate,early_morning,year_round; check recent activity before confirming,"gardens, feeders, and forest edge",cloud forest understory,1250,1900,rio_nambillo,,guide review route area,,,,moderate,moderate,68,55,65,1,standard,medium,"Best treated as a target bird only when route, recent activity, and timing are favorable.","Mejor tratarla como ave objetivo solo cuando la ruta, actividad reciente y horario son favorables.","Better with a full day or custom private route because it adds time, habitat variety, and flexibility.","Mejor con día completo o ruta privada personalizada porque agrega tiempo, variedad de hábitat y flexibilidad.",Next-batch target added for guest selection. Suggested route: rio_nambillo. Confirm recent eBird activity and access before promising route details.,Objetivo agregado para selección de visitantes. Ruta sugerida: rio_nambillo. Confirmar actividad reciente en eBird y acceso antes de detallar la ruta.,Auto-enriched next batch. Score heuristic=90. Needs MBW guide review for final positioning.,FALSE,TRUE,TRUE
ecuhil1,Ecuadorian Hillstar,Colibrí del Chimborazo,Oreotrochilus chimborazo,TRUE,FALSE,half_day,half_day,moderate,moderate,early_morning,year_round,cloud forest,forest edge and mixed habitat,1200,1700,mindo_town,,Alambi Reserve,,,,easy,easy,65,50,60,1,standard,medium,Good fit for a focused half-day route when active nearby.,Buena opción para una ruta enfocada de medio día cuando está activo cerca.,Can be included if nearby activity is strong.,Puede incluirse si la actividad cercana es fuerte.,Starter enrichment batch. Review recent eBird activity and local access before quoting. Suggested route: Mindo Town and Nearby Gardens.,Enriquecimiento inicial. Revisar actividad reciente en eBird y acceso local antes de cotizar. Ruta sugerida: Pueblo de Mindo y Jardines Cercanos.,Added in 2026-06-20 next-batch enrichment; needs guide review for final tuning.,TRUE,TRUE,TRUE
pubtho1,Purple-backed Thornbill,Colibrí Piquicorto Común,Ramphomicron microrhynchum,TRUE,FALSE,half_day,half_day,moderate,moderate,early_morning,year_round,cloud forest,forest edge and mixed habitat,1200,1700,mindo_town,,Alambi Reserve,,,,easy,easy,65,50,60,1,standard,medium,Good fit for a focused half-day route when active nearby.,Buena opción para una ruta enfocada de medio día cuando está activo cerca.,Can be included if nearby activity is strong.,Puede incluirse si la actividad cercana es fuerte.,Starter enrichment batch. Review recent eBird activity and local access before quoting. Suggested route: Mindo Town and Nearby Gardens.,Enriquecimiento inicial. Revisar actividad reciente en eBird y acceso local antes de cotizar. Ruta sugerida: Pueblo de Mindo y Jardines Cercanos.,Added in 2026-06-20 next-batch enrichment; needs guide review for final tuning.,TRUE,TRUE,TRUE
rabtho1,Rainbow-bearded Thornbill,Colibrí de Herrán,Chalcostigma herrani,TRUE,FALSE,half_day,half_day,moderate,moderate,early_morning,year_round,cloud forest,forest edge and mixed habitat,1200,1700,mindo_town,,Alambi Reserve,,,,easy,easy,65,50,60,1,standard,medium,Good fit for a focused half-day route when active nearby.,Buena opción para una ruta enfocada de medio día cuando está activo cerca.,Can be included if nearby activity is strong.,Puede incluirse si la actividad cercana es fuerte.,Starter enrichment batch. Review recent eBird activity and local access before quoting. Suggested route: Mindo Town and Nearby Gardens.,Enriquecimiento inicial. Revisar actividad reciente en eBird y acceso local antes de cotizar. Ruta sugerida: Pueblo de Mindo y Jardines Cercanos.,Added in 2026-06-20 next-batch enrichment; needs guide review for final tuning.,TRUE,TRUE,TRUE
blbpuf3,Black-breasted Puffleg,Calzadito Pechinegro,Eriocnemis nigrivestis,TRUE,FALSE,custom_only,custom_private,specialist,hard,early_morning,year_round; check recent activity before confirming,"gardens, feeders, and forest edge",cloud forest understory,1250,1900,rio_nambillo,,guide review route area,,,,moderate,moderate,38,96,42,1,premium_plus,high,"Best treated as a target bird only when route, recent activity, and timing are favorable.","Mejor tratarla como ave objetivo solo cuando la ruta, actividad reciente y horario son favorables.","Better with a full day or custom private route because it adds time, habitat variety, and flexibility.","Mejor con día completo o ruta privada personalizada porque agrega tiempo, variedad de hábitat y flexibilidad.",Next-batch target added for guest selection. Suggested route: rio_nambillo. Confirm recent eBird activity and access before promising route details.,Objetivo agregado para selección de visitantes. Ruta sugerida: rio_nambillo. Confirmar actividad reciente en eBird y acceso antes de detallar la ruta.,Auto-enriched next batch. Score heuristic=115. Needs MBW guide review for final positioning.,TRUE,TRUE,TRUE
savpuf1,Sapphire-vented Puffleg,Calzadito Colilargo Norteño,Eriocnemis luciani,TRUE,FALSE,full_day,full_day,moderate,moderate,early_morning,year_round; check recent activity before confirming,"gardens, feeders, and forest edge",cloud forest understory,1600,2400,tandayapa_bellavista,,guide review route area,,,,moderate,moderate,68,55,65,1,standard,medium,"Best treated as a target bird only when route, recent activity, and timing are favorable.","Mejor tratarla como ave objetivo solo cuando la ruta, actividad reciente y horario son favorables.","Better with a full day or custom private route because it adds time, habitat variety, and flexibility.","Mejor con día completo o ruta privada personalizada porque agrega tiempo, variedad de hábitat y flexibilidad.",Next-batch target added for guest selection. Suggested route: tandayapa_bellavista. Confirm recent eBird activity and access before promising route details.,Objetivo agregado para selección de visitantes. Ruta sugerida: tandayapa_bellavista. Confirmar actividad reciente en eBird y acceso antes de detallar la ruta.,Auto-enriched next batch. Score heuristic=102. Needs MBW guide review for final positioning.,FALSE,TRUE,TRUE
